form	lemma	POS	morph
serviat	seruio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
spiritui	spiritus	NOMcom	Case=Dat|Numb=Sing
infirmior	infirmus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
fortiori	fortis	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Comp
ut	ut4	CONsub	MORPH=empty
ab	ab	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
etiam	etiam	ADV	Deg=Pos
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
fortitudinem	fortitudo	NOMcom	Case=Acc|Numb=Sing
assumat	assumo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Colloquatur	colloquor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
spiritus	spiritus	NOMcom	Case=Nom|Numb=Sing
cum	cum2	PRE	MORPH=empty
carne	caro1	NOMcom	Case=Abl|Numb=Sing
de	de	PRE	MORPH=empty
communi	communis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
salute	salus	NOMcom	Case=Abl|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
iam	iam	ADV	Deg=Pos
de	de	PRE	MORPH=empty
incommodis	incommodum	NOMcom	Case=Abl|Numb=Plur
carceris	carcer	NOMcom	Case=Gen|Numb=Sing
sed	sed	CONcoo	MORPH=empty
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
agone	agon	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
proelio	proelium	NOMcom	Case=Abl|Numb=Sing
cogitans	cogito	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Timebit	timeo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
forsitan	forsitan	ADV	Deg=Pos
caro	caro1	NOMcom	Case=Nom|Numb=Sing
gladium	gladius	NOMcom	Case=Acc|Numb=Sing
gravem	grauis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
crucem	crux	NOMcom	Case=Acc|Numb=Sing
excelsam	excelsus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
rabiem	rabies	NOMcom	Case=Acc|Numb=Sing
bestiarum	bestia	NOMcom	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
summam	superus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Sup
ignium	ignis	NOMcom	Case=Gen|Numb=Plur
poenam	poena	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
omne	omnis	PROind	Case=Acc|Numb=Sing|Gend=Neut
carnificis	carnifex	NOMcom	Case=Gen|Numb=Sing
ingenium	ingenium	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
tormentis	tormentum	NOMcom	Case=Abl|Numb=Plur
sed	sed	CONcoo	MORPH=empty
spiritus	spiritus	NOMcom	Case=Acc|Numb=Sing
contraponat	contrapono	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
sibi	sui1	PROref	Case=Dat|Numb=Sing
et	et2	CONcoo	MORPH=empty
carni	caro1	NOMcom	Case=Dat|Numb=Sing
acerba	acerbus	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
licet	licet3	CONsub	MORPH=empty
ista	iste	PROdem	Case=Nom|Numb=Sing|Gend=Neut
a	ab	PRE	MORPH=empty
multis	multus	NOMcom	Case=Abl|Numb=Plur|Gend=Com
tamen	tamen	ADV	Deg=Pos
aequo	aequus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
animo	animus	NOMcom	Case=Abl|Numb=Sing
excepta	excipio	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
immo	immo	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
ultro	ultro	ADV	Deg=Pos
appetita	appeto	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
famae	fama	NOMcom	Case=Dat|Numb=Sing
et	et2	CONcoo	MORPH=empty
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
causa	causa	NOMcom	Case=Abl|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
a	ab	PRE	MORPH=empty
viris	uir	NOMcom	Case=Abl|Numb=Plur
tantum	tantum2	ADV	Deg=Pos
sed	sed	CONcoo	MORPH=empty
etiam	etiam	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
feminis	femina	NOMcom	Case=Abl|Numb=Plur
ut	ut4	CONsub	MORPH=empty
vos	uos	PROper	Case=Nom|Numb=Plur
quoque	quoque	ADV	Deg=Pos
benedictae	benedico2	VER	Case=Dat|Numb=Plur|Gend=Fem|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
sexui	sexuus	VER	Numb=Plur
vestro	uester	PROpos	Case=Dat|Numb=Sing|Gend=MascNeut
respondeatis	respondeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
Longum	longus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
enumerem	enumero1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
singulos	singulus	ADJdis	Case=Acc|Numb=Plur|Gend=Masc
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
se	sui1	PROref	Case=Acc|Numb=Sing
gladio	gladius	NOMcom	Case=Abl|Numb=Sing
confecerint	conficio	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3
animo	animus	NOMcom	Case=Abl|Numb=Sing
suo	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=MascNeut
ducti	duco	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
De	de	PRE	MORPH=empty
feminis	femina	NOMcom	Case=Abl|Numb=Plur
ad	ad2	PRE	MORPH=empty
manum	manus1	NOMcom	Case=Acc|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Lucretia	Lucretia	NOMpro	Case=Nom|Numb=Sing
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
vim	uis	NOMcom	Case=Acc|Numb=Sing
stupri	stuprum	NOMcom	Case=Gen|Numb=Sing
passa	patior	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cultrum	culter	NOMcom	Case=Acc|Numb=Sing
sibi	sui1	PROref	Case=Dat|Numb=Sing
adegit	adigo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in	in	PRE	MORPH=empty
conspectu	conspectus1	NOMcom	Case=Abl|Numb=Sing
propinquorum	propinqui	NOMcom	Case=Gen|Numb=Plur
ut	ut4	CONsub	MORPH=empty
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing
castitati	castitas	NOMcom	Case=Dat|Numb=Sing
suae	suus	PROpos.ref	Case=Dat|Numb=Sing|Gend=Fem
pareret	pareo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Mucius	Mucius	NOMpro	Case=Nom|Numb=Sing
manum	manus1	NOMcom	Case=Acc|Numb=Sing
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
dexteram	dextera	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
ara	ara	NOMcom	Case=Abl|Numb=Sing
cremavit	cremo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
factum	factum	NOMcom	Case=Acc|Numb=Sing
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
fama	fama	NOMcom	Case=Nom|Numb=Sing
haberet	habeo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Minus	parum2	ADV	Deg=Comp
fecerunt	facio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
philosophi	philosophus1	NOMcom	Case=Nom|Numb=Plur
Heraclitus	Heraclitus	NOMpro	Case=Nom|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
se	sui1	PROref	Case=Acc|Numb=Sing
bubulo	bubulus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
stercore	stercus	NOMcom	Case=Abl|Numb=Sing
oblitum	oblino	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep
exussit	exuro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
item	item	ADV	Deg=Pos
Empedocles	Empedocles	NOMpro	Case=Nom|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
in	in	PRE	MORPH=empty
ignes	ignis	NOMcom	Case=Acc|Numb=Plur
Aetnaei	Aetnaeus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
montis	mons	NOMcom	Case=Gen|Numb=Sing
desilivit	desilio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
Peregrinus	Peregrinus	NOMpro	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
non	non	ADVneg	MORPH=empty
olim	olim	ADV	Deg=Pos
se	sui1	PROref	Case=Acc|Numb=Sing
rogo	rogus	NOMcom	Numb=Sing
immisit	immitto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
feminae	femina	NOMcom	Case=Nom|Numb=Plur
quoque	quoque	ADV	Deg=Pos
contempserint	contemno	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3
ignes	ignis	NOMcom	Case=Nom|Numb=Plur
Dido	Dido	NOMpro	Case=Nom|Numb=Sing
cum	cum3	CONsub	MORPH=empty
post	post2	PRE	MORPH=empty
virum	uir	NOMcom	Case=Acc|Numb=Sing
dilectissimum	dilectus2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Sup
nubere	nubo	VER	Mood=Inf|Tense=Pres|Voice=Act
cogeretur	cogo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
item	item	ADV	Deg=Pos
Asdrubalis	Asdrubal	NOMpro	Case=Dat|Numb=Sing|Gend=MascFem
uxor	uxor	NOMcom	Case=Nom|Numb=Sing
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
iam	iam	ADV	Deg=Pos
ardente	ardeo	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Carthagine	Carthago	NOMpro	Case=Abl|Numb=Sing
ne	ne4	CONsub	MORPH=empty
maritum	maritus1	NOMcom	Case=Acc|Numb=Sing
suum	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=MascNeut
supplicem	supplex1	NOMcom	Case=Acc|Numb=Sing
Scipionis	Scipio	NOMpro	Case=Gen|Numb=Sing
videret	uideo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
cum	cum2	PRE	MORPH=empty
filiis	filius	NOMcom	Case=Abl|Numb=Plur
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
in	in	PRE	MORPH=empty
incendium	incendium	NOMcom	Case=Acc|Numb=Sing
patriae	patria	NOMcom	Case=Gen|Numb=Sing
devolavit	deuolo2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Regulus	Regulus	NOMpro	Case=Nom|Numb=Sing
dux	dux	NOMcom	Case=Nom|Numb=Sing
Romanorum	Romani	NOMpro	Case=Gen|Numb=Plur
captus	capio2	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
a	ab	PRE	MORPH=empty
Carthaginiensibus	Carthaginienses	NOMpro	Case=Abl|Numb=Plur
cum	cum3	CONsub	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
unum	unus	ADJcar	Case=Acc|Numb=Sing|Gend=MascNeut
pro	pro1	PRE	MORPH=empty
multis	multus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
captivis	captiuus1	NOMcom	Case=Abl|Numb=Plur|Gend=Com
Carthaginiensibus	Carthaginienses	NOMpro	Case=Abl|Numb=Plur
compensari	compenso	VER	Mood=Inf|Tense=Pres|Voice=Pass
noluisset	nolo	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
maluit	malo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
hostibus	hostis	NOMcom	Case=Dat|Numb=Plur
reddi	reddo	VER	Mood=Inf|Tense=Pres|Voice=Pass
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
arcae	arca	NOMcom	Case=Gen|Numb=Sing
genus	genus1	NOMcom	Case=Acc|Numb=Sing
stipatus	stipo	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
undique	undique	ADV	Deg=Pos
extrinsecus	extrinsecus	ADV	Deg=Pos
clavis	clauus	NOMcom	Case=Acc|Numb=Sing
transfixus	transfigo	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
tot	tot	PROdem	Case=Ind
cruces	crux	NOMcom	Case=Acc|Numb=Plur
sensit	sentio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Bestias	Bestias	NOMpro	Case=Nom|Numb=Sing
femina	femina	NOMcom	Case=Nom|Numb=Sing
libens	libens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
appetiit	appeto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
utique	utique	ADV	Deg=Pos
horridiores	horridus	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Comp
aspides	aspis	NOMcom	Case=Acc|Numb=Plur
serpentes	serpens	NOMcom	Case=Acc|Numb=Plur
tauro	taurus	NOMcom	Case=Abl|Numb=Sing
vel	uel2	CONcoo	MORPH=empty
urso	ursus	NOMcom	Case=Abl|Numb=Sing
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
Cleopatra	Cleopatra	NOMpro	Case=Nom|Numb=Sing
immisit	immitto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sibi	sui1	PROref	Case=Dat|Numb=Sing
ne	ne4	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
manus	manus1	NOMcom	Case=Acc|Numb=Plur
inimici	inimicus1	NOMcom	Case=Gen|Numb=Sing
perveniret	peruenio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Sed	sed	CONcoo	MORPH=empty
mortis	mors	NOMcom	Case=Gen|Numb=Sing
metus	metus	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
tantus	tantus	PROdem	Case=Nom|Numb=Sing|Gend=Masc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quantus	quantus1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
tormentorum	tormentum	NOMcom	Case=Gen|Numb=Plur
Itaque	itaque	CONcoo	MORPH=empty
cessit	cedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
carnifici	carnifex	NOMcom	Case=Dat|Numb=Sing
meretrix	meretrix	NOMcom	Case=Nom|Numb=Sing
Atheniensis	Atheniensis	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
quae	quis1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
conscia	conscius	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
coniurationis	coniuratio	NOMcom	Case=Gen|Numb=Sing
cum	cum3	CONsub	MORPH=empty
propterea	propterea	ADV	Deg=Pos
torqueretur	torqueo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
a	ab	PRE	MORPH=empty
tyranno	tyrannus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
prodidit	prodo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
coniuratos	coniurati	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
novissime	noue	ADV	Deg=Sup
linguam	lingua	NOMcom	Case=Acc|Numb=Sing
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
commestam	commestus	VER	Case=Acc|Numb=Sing|Gend=Fem
in	in	PRE	MORPH=empty
faciem	facies	NOMcom	Case=Acc|Numb=Sing
tyrani	tyranum	NOMcom	Case=Gen|Numb=Sing
expuit	exspuo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
nihil	nihil	PROind	Case=Ind
agere	ago	VER	Mood=Inf|Tense=Pres|Voice=Act
in	in	PRE	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
sciret	scio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
tormenta	tormentum	NOMcom	Case=Acc|Numb=Plur
etsi	etsi2	CONsub	MORPH=empty
ultra	ultra1	ADV	Deg=Pos
perseverarent	perseuero	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Nam	nam	CONcoo	MORPH=empty
quod	quod1	PROrel	Gend=Neut
hodie	hodie	ADV	Deg=Pos
apud	apud	PRE	MORPH=empty
Lacedaemonas	Lacedaemon	NOMpro	Case=Acc|Numb=Plur
sollemnitas	sollemnitas	NOMcom	Case=Nom|Numb=Sing
maxima	magnus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
διαμαστίγισις	[Greek]	FOR	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
flagellatio	flagellatio	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
latet	lateo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
In	in	PRE	MORPH=empty
quo	qui1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut
sacro	sacrum	NOMcom	Case=Abl|Numb=Sing|Gend=MascNeut
ante	ante2	PRE	MORPH=empty
aram	ara	NOMcom	Case=Acc|Numb=Sing
nobiles	nobilis2	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
quique	qui	PROrel	Case=Nom|Numb=Plur|Gend=Masc
{quique}	que	CON	MORPH=empty
adulescentes	adolescens1	NOMcom	Case=Nom|Numb=Plur
flagellis	flagellum	NOMcom	Case=Dat|Numb=Plur
affliguntur	affligo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
astantibus	asto	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
parentibus	parens1	NOMcom	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
propinquis	propinqui	ADJqua	Case=Abl|Numb=Plur|Gend=Com
et	et2	CONcoo	MORPH=empty
uti	utor	CONsub	MORPH=empty
perseverent	perseuero	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
adhertantibus	adhartor	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Ornamentum	ornamentum	NOMcom	Case=Nom|Numb=Sing
enim	enim2	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
gloria	gloria	NOMcom	Case=Nom|Numb=Sing
deputabitur	deputo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3
maiore	magnus	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Comp
quidem	quidem	ADV	Deg=Pos
titulo	titulus	NOMcom	Case=Abl|Numb=Sing
si	si2	CONsub	MORPH=empty
anima	anima	NOMcom	Case=Nom|Numb=Sing
potius	potius	ADV	Deg=Comp
cesserit	cedo1	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
plagis	plaga1	NOMcom	Case=Abl|Numb=Plur
quam	quam1	ADVrel	MORPH=empty
corpus	corpus	NOMcom	Case=Nom|Numb=Sing
Igitur	igitur	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
tantum	tantum2	ADV	Case=Acc|Numb=Sing|Deg=Pos
terrenae	terrenus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
licet	licet1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
corporis	corpus	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
animi	animus	NOMcom	Case=Gen|Numb=Sing
vigore	uigor	NOMcom	Case=Abl|Numb=Sing
ut	ut4	CONsub	MORPH=empty
gladium	gladius	NOMcom	Case=Acc|Numb=Sing
ignem	ignis	NOMcom	Case=Acc|Numb=Sing
crucem	crux	NOMcom	Case=Acc|Numb=Sing
bestias	bestia	NOMcom	Case=Acc|Numb=Plur
tormenta	tormentum	NOMcom	Case=Acc|Numb=Plur
contemnat	contemno	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
sub	sub	PRE	MORPH=empty
praemio	praemium	NOMcom	Case=Abl|Numb=Sing
laudis	laus	NOMcom	Case=Gen|Numb=Sing
humae	huma	ADJqua	Case=Gen|Numb=Sing
possum	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
dicere	dico2	VER	Mood=Inf|Tense=Pres|Voice=Act
modicae	modicus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
istae	iste	PROdem	Case=Nom|Numb=Plur|Gend=Fem
passiones	passio	NOMcom	Case=Nom|Numb=Plur
ad	ad2	PRE	MORPH=empty
consecutionem	consecutio	NOMcom	Case=Acc|Numb=Sing
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
caelestis	caelestis	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
divinae	diuinus2	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
mercedis	merces	NOMcom	Case=Gen|Numb=Sing
Tanti	tantus	PROdem	Case=Gen|Numb=Sing|Gend=MascNeut
vitreum	uitreum	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
quanti	quantum1	PROrel	Case=Gen|Numb=Sing|Gend=MascNeut
verum	uerum1	ADJqua	Numb=Sing|Deg=Pos
margaritum	margaritum	NOMcom	Case=Acc|Numb=Sing
Quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
ergo	ergo2	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
libentissime	libenter	ADV	Deg=Sup
tantum	tantum2	ADV	Deg=Pos
pro	pro1	PRE	MORPH=empty
vero	uerum1	NOMcom	Case=Abl|Numb=Sing
habeat	habeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
erogare	erogo	VER	Mood=Inf|Tense=Pres|Voice=Act
quantum	quantum1	PROrel	Case=Acc|Numb=Sing|Gend=MascNeut
alii	alius	PROind	Case=Dat|Numb=Plur|Gend=Masc
pro	pro1	PRE	MORPH=empty
falso	falsum	NOMcom	Case=Abl|Numb=Sing|Deg=Pos
Omitto	omitto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
nunc	nunc	ADV	Deg=Pos
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
causam	causa	NOMcom	Case=Acc|Numb=Sing
Eadem	idem	PROdem	Case=Nom|Numb=Plur|Gend=Neut
omnia	omnis	PROind	Case=Acc|Numb=Plur|Gend=Neut
saevitiae	saeuitia	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
cruciatus	cruciatus	NOMcom	Case=Nom|Numb=Sing
certamina	certamen	NOMcom	Case=Acc|Numb=Plur
iam	iam	ADV	Deg=Pos
apud	apud	PRE	MORPH=empty
homines	homo	NOMcom	Case=Acc|Numb=Plur
affectatio	affectatio	NOMcom	Case=Nom|Numb=Sing
quoque	quoque	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
morbus	morbus	NOMcom	Case=Nom|Numb=Sing
quidam	quidam	PROind	Case=Nom|Numb=Sing|Gend=Masc
animi	animus	NOMcom	Case=Gen|Numb=Sing
conculcavit	conculco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Quot	quot1	PROrel	Case=Ind
otiosos	otiosus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
affectatio	affectatio	NOMcom	Case=Nom|Numb=Sing
armorum	arma	NOMcom	Case=Gen|Numb=Plur
ad	ad2	PRE	MORPH=empty
gladium	gladius	NOMcom	Case=Acc|Numb=Sing
locat	loco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Certe	certe	ADV	Deg=Pos
ad	ad2	PRE	MORPH=empty
feras	fera	NOMcom	Case=Acc|Numb=Plur
ipsas	ipse	PROdem	Case=Acc|Numb=Plur|Gend=Fem
affectatione	affectatio	NOMcom	Case=Abl|Numb=Sing
descendunt	descendo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
morsibus	morsus	NOMcom	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
cicatricibus	cicatrix	NOMcom	Case=Abl|Numb=Plur
formosiores	formosus	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Comp
sibi	sui1	PROref	Case=Dat|Numb=Sing
videntur	uideo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Iam	iam	ADV	Deg=Pos
et	et2	CONcoo	Deg=Pos
ad	ad2	PRE	MORPH=empty
ignes	ignis	NOMcom	Case=Acc|Numb=Plur
quidam	quidam	PROind	Case=Nom|Numb=Plur|Gend=Masc
se	sui1	PROref	Case=Acc|Numb=Sing
auctoraverunt	auctoro	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
certum	certus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
spatium	spatium	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
tunica	tunica	NOMcom	Case=Abl|Numb=Sing
ardente	ardeo	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
conficerent	conficio	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Alii	alius	PROind	Case=Nom|Numb=Plur|Gend=Masc
inter	inter	PRE	MORPH=empty
