form	lemma	POS	morph
Chaldaeum	Chaldaei	NOMpro	Case=Nom|Numb=Sing
semen	semen1	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
Aegyptum	Aegyptus	NOMpro	Case=Acc|Numb=Sing
educatur	educo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
dehinc	dehinc	ADV	Deg=Pos
cum	cum3	CONsub	MORPH=empty
inde	inde	ADV	Deg=Pos
transducitur	traduco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Iudaea	Iudaea	NOMpro	Case=Nom|Numb=Sing
gens	gens	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Sic	sic	ADV	Deg=Pos
et	et2	CONcoo	Deg=Pos
Herculea	Herculeus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
posteritas	posteritas	NOMcom	Case=Nom|Numb=Sing
Temeno	Temenus	NOMpro	Case=Abl|Numb=Sing
pariter	pariter	ADV	Deg=Pos
Peloponnesum	Peloponnesus	NOMpro	Case=Acc|Numb=Sing
occupando	occupo2	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
producunt	produco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Sic	sic	ADV	Deg=Pos
et	et2	CONcoo	Deg=Pos
Iones	Iones	NOMpro	Case=Nom|Numb=Plur
Nelei	Nelius	NOMpro	Case=Gen|Numb=Plur
comites	comes	NOMcom	Case=Nom|Numb=Plur
Asiam	Asia	NOMpro	Case=Acc|Numb=Sing
novis	nouus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
urbibus	urbs	NOMcom	Case=Abl|Numb=Plur
instruunt	instruo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sic	sic	ADV	Deg=Pos
et	et2	CONcoo	Deg=Pos
Corinthii	Corinthii	NOMpro	Case=Nom|Numb=Plur|Gend=Masc
cum	cum2	PRE	MORPH=empty
Archia	Archias	NOMpro	Case=Abl|Numb=Sing
muniunt	munio2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Syracusas	Syracusae	NOMpro	Case=Acc|Numb=Plur
Sed	sed	CONcoo	MORPH=empty
vanum	uanus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
iam	iam	ADV	Deg=Pos
antiquitas	antiquitas	NOMcom	Case=Nom|Numb=Sing
quando	quando3	CONsub	MORPH=empty
curricula	curriculum	NOMcom	Case=Acc|Numb=Plur
nostra	noster	PROpos	Case=Nom|Numb=Plur|Gend=Neut
coram	coram2	PRE	MORPH=empty
Quantum	quantum1	PROrel	Case=Acc|Numb=Sing|Gend=MascNeut
reformavit	reformo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
orbis	orbis	NOMcom	Case=Nom|Numb=Sing
saeculum	saeculum	NOMcom	Case=Nom|Numb=Sing
istud	iste	PROdem	Case=Acc|Numb=Sing|Gend=Neut
quantum	quantum3	ADVrel	Case=Acc|Numb=Sing|Gend=MascNeut
urbium	urbs	NOMcom	Case=Gen|Numb=Plur
aut	aut	CONcoo	MORPH=empty
produxit	produco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
aut	aut	CONcoo	MORPH=empty
auxit	augeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
aut	aut	CONcoo	MORPH=empty
reddidit	reddo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
praesentis	praesens	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Pos
imperii	imperium	NOMcom	Case=Gen|Numb=Sing
triplex	triplex	ADJmul	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
virtus	uirtus	NOMcom	Case=Nom|Numb=Sing
Deo	deus	NOMcom	Case=Dat|Numb=Sing
tot	tot	PROdem	Case=Ind
Augustis	Augustus	NOMpro	Case=Dat|Numb=Plur
in	in	PRE	MORPH=empty
unum	unum	ADJcar	Case=Acc|Numb=Sing
favente	faueo	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
quot	quot1	PROrel	Case=Ind
census	census	NOMcom	Case=Nom|Numb=Plur
transcripti	transcribo	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
quot	quot1	PROrel	Case=Ind
populi	populus1	NOMcom	Case=Nom|Numb=Plur
repugnati	repugno	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
quot	quot1	PROrel	Case=Ind
ordines	ordo	NOMcom	Case=Nom|Numb=Plur
illustrati	illustro2	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
quot	quot1	PROrel	Case=Ind
barbari	barbarus1	NOMcom	Case=Nom|Numb=Plur
exclusi	excludo	VER	Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
Revera	reuera	ADV	Deg=Pos
orbis	orbis	NOMcom	Case=Gen|Numb=Sing
cultissimum	cultus2	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Sup
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com
imperii	imperium	NOMcom	Case=Gen|Numb=Sing
rus	rus	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
eradicato	eradico	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
aconito	aconitum	VER	Case=Abl|Numb=Sing
hostilitatis	hostilitas	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
cacto	cango	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
rubo	rubus	NOMcom	Case=Abl|Numb=Sing
subdolae	subdolus	NOMcom	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
familiaritatis	familiaritas	NOMcom	Case=Gen|Numb=Sing
convulso	conuello	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
amoenus	amoenus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
super	super2	PRE	MORPH=empty
Alcinoi	Alcinous	NOMpro	Case=Gen|Numb=Sing
pometum	pometum	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
Midae	Midas	NOMpro	Case=Gen|Numb=Sing
rosetum	rosetus	ADJqua	Case=Acc|Numb=Sing
Laudans	laudo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
igitur	igitur	CONcoo	MORPH=empty
orbem	orbis	NOMcom	Case=Acc|Numb=Sing
mutantem	muto2	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
denotas	denoto	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
hominem	homo	NOMcom	Case=Acc|Numb=Sing
Mutant	muto2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
bestiae	bestia	NOMcom	Case=Nom|Numb=Plur
pro	pro1	PRE	MORPH=empty
veste	uestis	NOMcom	Case=Abl|Numb=Sing
formam	forma	NOMcom	Case=Acc|Numb=Sing
quamquam	quamquam2	CONsub	MORPH=empty
et	et2	CONcoo	MORPH=empty
pavo	pauus	NOMcom	Case=Dat|Numb=Sing|Deg=Pos
pluma	pluma	NOMcom	Case=Abl|Numb=Sing
vestis	uestis	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
quidem	quidem	ADV	Deg=Pos
de	de	PRE	MORPH=empty
cataclistis	cataclita	NOMcom	Case=Abl|Numb=Plur
immo	immo	ADV	Deg=Pos
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
conchylio	conchylium	NOMcom	Case=Abl|Numb=Sing
pressior	pressus2	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
qua	qua1	ADVrel	MORPH=empty
colla	collum	NOMcom	Case=Nom|Numb=Plur
florent	floreo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
patagio	patagium	NOMcom	Case=Abl|Numb=Sing
inauratior	inauratus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
qua	qua1	ADVrel	MORPH=empty
terga	tergum	NOMcom	Case=Nom|Numb=Plur
fulgent	fulgeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
syrmate	syrma	NOMcom	Case=Abl|Numb=Sing
solutior	solutus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
qua	qua1	ADVrel	MORPH=empty
caudae	cauda	NOMcom	Case=Nom|Numb=Plur
iacent	iaceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
multicolor	multicolor	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
discolor	discolor	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
versicolor	uersicolor	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
nunquam	numquam	ADVneg	MORPH=empty
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
semper	semper	ADV	Deg=Pos
alia	alius	PROind	Case=Nom|Numb=Sing|Gend=Fem
etsi	etsi2	CONsub	MORPH=empty
semper	semper	ADV	Deg=Pos
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
quando	quando3	CONsub	MORPH=empty
alia	alius	PROind	Case=Nom|Numb=Sing|Gend=Fem
totiens	totiens	ADV	Deg=Pos
denique	denique	ADV	Deg=Pos
mutanda	muto2	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
quotiens	quotiens1	ADVrel	MORPH=empty
movenda	moueo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
Nominandus	nomino	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Adj|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
serpens	serpens	NOMcom	Case=Nom|Numb=Sing
licet	licet1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pone	pone?	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
pavum	pauus	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
na	na	ADVint	MORPH=empty
et	et1	ADV	Deg=Pos
iste	iste	PROdem	Case=Nom|Numb=Sing|Gend=Masc
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
sortitus	sortior	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
convertit	conuerto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
corium	corium	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
aevum	aeuum	NOMcom	Case=Acc|Numb=Sing
Siquidem	siquidem	CONsub	MORPH=empty
ut	ut4	CONsub	MORPH=empty
senium	senium	NOMcom	Case=Acc|Numb=Sing
persensit	persentio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in	in	PRE	MORPH=empty
angustias	angustia	NOMcom	Case=Acc|Numb=Plur
stipat	stipo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pariterque	pariter	ADV	Deg=Pos
{pariterque}	que	CON	MORPH=empty
specum	specus	NOMcom	Case=Acc|Numb=Sing
ingrediens	ingredior	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep
et	et2	CONcoo	MORPH=empty
cutem	cutis	NOMcom	Case=Acc|Numb=Sing
egrediens	egredior	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep
ab	ab	PRE	MORPH=empty
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
statim	statim	ADV	Deg=Pos
limine	limen	NOMcom	Case=Abl|Numb=Sing
erasus	erado	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
exuviis	exuuiae	NOMcom	Case=Abl|Numb=Plur
ibidem	ibidem	ADV	Deg=Pos
relictis	relinquo	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
novus	nouus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
explicat	explico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
squamis	squama	NOMcom	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
anni	annus	NOMcom	Case=Nom|Numb=Plur
recusantur	recuso	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Hyaena	Hyaena	NOMpro	Case=Nom|Numb=Sing
si	si2	CONsub	MORPH=empty
observes	obseruo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
sexus	sexus	NOMcom	Case=Nom|Numb=Sing
annalis	annalis1	NOMcom	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
marem	mas	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
feminam	femina	NOMcom	Case=Acc|Numb=Sing
alternat	alterno	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Taceo	taceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
cervum	ceruus	NOMcom	Case=Acc|Numb=Sing
quod	qui1	PROrel	Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
aetatis	aetas	NOMcom	Case=Gen|Numb=Sing
suae	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem
arbiter	arbiter	NOMcom	Case=Nom|Numb=Sing
serpente	serpens	NOMcom	Case=Abl|Numb=Sing
pastus	pascor	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
veneno	uenenum	NOMcom	Case=Abl|Numb=Sing
languescit	languesco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
iuventutem	iuuentus	NOMcom	Case=Acc|Numb=Sing
Est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
Quadrupes	quadrupes1	NOMcom	Numb=Sing
tardigrada	tardigradus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
agrestis	agrestis2	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem
humilis	humilis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
aspera	asper	ADJqua	Case=Nom|Numb=Sing|Gend=Fem
Testudinem	testudo	NOMcom	Case=Acc|Numb=Sing
Pacuvianam	Pacuuianus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
putas	puto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
Non	non	ADVneg	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Capit	capio2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
alia	alius	PROind	Case=Nom|Numb=Sing|Gend=Fem
bestiola	bestiola	NOMcom	Case=Nom|Numb=Sing
versiculum	uersiculus	NOMcom	Case=Acc|Numb=Sing
de	de	PRE	MORPH=empty
mediocribus	mediocris	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
oppido	oppidum	NOMcom	Numb=Sing
sed	sed	CONcoo	MORPH=empty
nomen	nomen	NOMcom	Case=Acc|Numb=Sing
grande	grandis	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
Chamaeleontem	chamaeleon	NOMcom	Case=Acc|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
audieris	audio	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
haud	haud	ADVneg	MORPH=empty
ante	ante1	ADV	Deg=Pos
gnarus	gnarus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
iam	iam	ADV	Deg=Pos
timebis	timeo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
aliquid	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Neut
amplius	amplus	ADJqua	Case=Acc|Deg=Comp
cum	cum2	PRE	MORPH=empty
leone	leo	NOMcom	Case=Abl|Numb=Sing
At	at2	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
offenderis	offendo	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
apud	apud	PRE	MORPH=empty
vineam	uinea	NOMcom	Case=Acc|Numb=Sing
ferme	ferme	ADV	Deg=Pos
sub	sub	PRE	MORPH=empty
pampino	pampinus	NOMcom	Case=Abl|Numb=Sing
totum	totus	PROind	Case=Acc|Numb=Sing|Gend=MascNeut
ridebis	rideo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
illico	illico	ADV	Deg=Pos
audaciam	audacia	NOMcom	Case=Acc|Numb=Sing
egregiam	egregius	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
nominis	nomen	NOMcom	Case=Gen|Numb=Sing
quippe	quippe2	CONcoo	MORPH=empty
nec	nec2	CONcoo	MORPH=empty
sucus	sucus	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
corpori	corpus	NOMcom	Case=Dat|Numb=Sing
quod	qui1	PROrel	Case=Nom|Numb=Sing
minutioribus	minutus2	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Comp
multo	multo2	ADV	Deg=Pos
liquet	liqueo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Chamaeleon	chamaeleon	NOMpro	Case=Nom|Numb=Sing
pellicula	pellicula	NOMcom	Case=Nom|Numb=Sing
vivit	uiuo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Capitulum	capitulum	NOMcom	Case=Acc|Numb=Sing
statim	statim	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
dorso	dorsum	NOMcom	Case=Abl|Numb=Sing
nam	nam	CONcoo	MORPH=empty
deficit	deficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cervix	ceruix	NOMcom	Case=Nom|Numb=Sing
Itaque	itaque	CONcoo	MORPH=empty
durum	durus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
reflecti	reflecto	VER	Case=Nom|Gend=Masc|Mood=Inf|Tense=Pres|Voice=Pass
sed	sed	CONcoo	MORPH=empty
circumspectu	circumspectus1	NOMcom	Case=Abl|Numb=Sing
emissicii	emissicius	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
ocelli	ocellus	NOMcom	Case=Nom|Numb=Sing
immo	immo	ADV	Deg=Pos
luminis	lumen	NOMcom	Case=Gen|Numb=Sing
puncta	punctum	NOMcom	Case=Nom|Numb=Plur
vertiginant	uertigino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Hebes	hebes	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
fessus	fessus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
vix	uix	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
terra	terra	NOMcom	Case=Abl|Numb=Sing
suspendit	suspendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
molitur	molior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
incessum	incessus	NOMcom	Case=Acc|Numb=Sing
stupens	stupeo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
promovet	promoueo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
gradum	gradus	NOMcom	Case=Acc|Numb=Sing
magis	magis2	ADV	Deg=Comp
demonstrat	demonstro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quam	quam1	ADVrel	Case=Acc
explicat	explico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ieiunus	ieiunus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
scilicet	scilicet	ADV	Deg=Pos
semper	semper	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
indefectus	indefectus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
oscitans	oscitans	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
vescitur	uescor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
follicans	follico	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
ruminat	rumino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
vento	uentus	NOMcom	Case=Abl|Numb=Sing
cibus	cibus	NOMcom	Case=Nom|Numb=Sing
Tamen	tamen	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
chamaeleon	chamaeleon	NOMcom	Case=Acc|Numb=Sing
mutare	muto2	VER	Mood=Inf|Tense=Pres|Voice=Act
totus	totus	PROind	Case=Nom|Numb=Sing|Gend=Masc
nec	nec2	CONcoo	MORPH=empty
aliud	alius	PROind	Case=Acc|Numb=Sing|Gend=Neut
valet	ualeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Nam	nam	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Com
coloris	color	NOMcom	Case=Gen|Numb=Sing
proprietas	proprietas	NOMcom	Case=Nom|Numb=Sing
una	unus	ADJcar	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
quid	quis2	PROind	Case=Nom|Numb=Sing|Gend=Neut
accessit	accedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
inde	inde	ADV	Deg=Pos
suffunditur	suffundo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
soli	solus	PROind	Case=Dat|Numb=Sing|Gend=Com
chamaeleonti	chamaeleon	NOMcom	Case=Dat|Numb=Sing
datum	do	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
vulgo	uulgo2	ADV	Deg=Pos
dictum	dico2	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
corio	corium	NOMcom	Case=Abl|Numb=Sing
suo	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=MascNeut
ludere	ludo	VER	Mood=Inf|Tense=Pres|Voice=Act
Multa	multus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
dicendum	dico2	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
ad	ad2	PRE	MORPH=empty
hominem	homo	NOMcom	Case=Acc|Numb=Sing
praestructim	praestructim	ADV	Deg=Pos
perveniretur	peruenio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Hunc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Masc
quoquo	quoquo	ADV	Case=Abl|Numb=Sing
primordio	primordium	NOMcom	Case=Abl|Numb=Sing
accipitis	accipio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
nudus	nudus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
certe	certe	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
investis	inuestis	VER	Case=Dat|Numb=Sing|Deg=Pos
figulo	figulus	NOMcom	Case=Dat|Numb=Sing
suo	suus	PROpos.ref	Case=Dat|Numb=Sing|Gend=MascNeut
constitit	consisto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
post	post2	PRE	MORPH=empty
demum	demum	ADV	Deg=Pos
sapientiam	sapientia	NOMcom	Case=Acc|Numb=Sing
haud	haud	ADVneg	MORPH=empty
dum	dum2	CONsub	MORPH=empty
licitum	licet1	VER	Numb=Sing|Gend=Neut|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
praereptam	praeripio	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
potitur	potior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
Ibidem	ibidem	ADV	Deg=Pos
quod	qui1	CONsub	Case=Nom|Numb=Sing|Gend=Neut
in	in	PRE	MORPH=empty
novo	nouus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
corpore	corpus	NOMcom	Case=Abl|Numb=Sing
indebitum	indebitus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
adhuc	adhuc	ADV	Deg=Pos
pudori	pudor	NOMcom	Case=Dat|Numb=Sing
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
protegere	protego	VER	Mood=Inf|Tense=Pres|Voice=Act
festinans	festino	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
ficulneis	ficulneus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
foliis	folium	NOMcom	Case=Abl|Numb=Plur
interim	interim	ADV	Deg=Pos
circumdat	circumdo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
dehinc	dehinc	ADV	Deg=Pos
cum	cum3	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
originis	origo	NOMcom	Case=Gen|Numb=Sing
loco	locus	NOMcom	Case=Abl|Numb=Sing
