form	lemma	POS	morph
velle	uolo3	VER	Mood=Inf|Tense=Pres|Voice=Act
debemus	debeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
quia	quia	CONsub	MORPH=empty
spiritalium	spiritalis	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Deg=Pos
sectatores	sectator	NOMcom	Case=Nom|Numb=Plur
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
Quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
operamur	operor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
illis	ille	PROdem	Case=Dat|Numb=Plur|Gend=Com
gaudeamus	gaudeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=SemDep|Person=1
De	de	PRE	MORPH=empty
his	hic1	PROdem	Case=Abl|Numb=Plur|Gend=Com
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing
carpamus	carpo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
de	de	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
salutem	salus	NOMcom	Case=Acc|Numb=Sing
speramus	spero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
Plane	plane	ADV	Deg=Pos
gloriabitur	glorior	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3
Christianus	Christianus	NOMpro	Case=Nom|Numb=Sing
etiam	etiam	ADV	Deg=Pos
in	in	PRE	MORPH=empty
carne	caro1	NOMcom	Case=Abl|Numb=Sing
sed	sed	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
propter	propter2	PRE	MORPH=empty
Christum	Christus	NOMpro	Case=Acc|Numb=Sing
lacerata	lacero	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
duraverit	duro	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
spiritus	spiritus	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
ea	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
coronetur	corono	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
non	non	ADVneg	MORPH=empty
ut	ut4	CONsub	MORPH=empty
oculos	oculus	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
suspiria	suspirium	NOMcom	Case=Acc|Numb=Plur
adulescentium	adolescens1	NOMcom	Case=Gen|Numb=Plur
post	post2	PRE	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
trahat	traho	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Ita	ita	ADV	Deg=Pos
quod	quod2	CONsub	Case=Nom|Numb=Sing|Gend=Neut
ex	ex	PRE	MORPH=empty
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
parte	pars	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
vobis	uos	PROper	Case=Abl|Numb=Plur
vacat	uaco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
merito	merito2	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
habentes	habeo	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
fastidiatis	fastidio	VER	Case=Dat|Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
et	et2	CONcoo	MORPH=empty
habentes	habeo	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
neglegatis	negligo	NOMcom	Case=Dat|Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
Sanctae	sanctus	ADJqua	Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos
feminae	femina	NOMcom	Case=Nom|Numb=Sing
si	si2	CONsub	MORPH=empty
naturaliter	naturaliter	ADV	Deg=Pos
speciosae	speciosus	ADJqua	Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos
non	non	ADVneg	MORPH=empty
adeo	adeo2	ADV	Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
occasio	occasio	NOMcom	Case=Nom|Numb=Sing
Certe	certe	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
et	et2	CONcoo	MORPH=empty
fuerit	sum1	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
non	non	ADVneg	MORPH=empty
adiuvare	adiuuo	VER	Mood=Inf|Tense=Pres|Voice=Act
sed	sed	CONcoo	MORPH=empty
etiam	etiam	ADV	Deg=Pos
impedire	impedio	VER	Mood=Inf|Tense=Pres|Voice=Act
debet	debeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Quasi	quasi2	CONsub	MORPH=empty
gentilibus	gentilis1	NOMcom	Case=Dat|Numb=Plur
dicam	dico2	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
gentili	gentilis2	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
communi	communis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com
praecepto	praeceptum	NOMcom	Case=Abl|Numb=Sing
alloquens	alloquor	VER	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
vos	uos	PROper	Case=Nom|Numb=Plur
solis	solus	PROind	Case=Dat|Numb=Plur|Gend=Com
maritis	maritus1	NOMcom	Case=Dat|Numb=Plur
vestris	uester	PROpos	Case=Dat|Numb=Plur|Gend=Com
placere	placeo	VER	Mood=Inf|Tense=Pres|Voice=Act
debetis	debeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
In	in	PRE	MORPH=empty
tantum	tantum1	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
autem	autem	CONcoo	MORPH=empty
placebitis	placeo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
eis	is	PROdem	Case=Dat|Numb=Plur|Gend=Com
in	in	PRE	MORPH=empty
quantum	quantum1	PROrel	Case=Acc|Numb=Sing|Gend=MascNeut
aliis	alius	PROind	Case=Dat|Numb=Plur|Gend=Com
placere	placeo	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
curaveritis	curo	VER	Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
Securae	securus	ADJqua	Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos
estote	sum1	VER	Numb=Plur|Mood=Imp|Tense=Fut|Voice=Act|Person=2
benedictae	benedico2	VER	Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
uxor	uxor	NOMcom	Case=Nom|Numb=Sing
nulla	nullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
deformis	deformis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
marito	maritus1	NOMcom	Case=Dat|Numb=Sing
suo	suus	PROpos.ref	Case=Dat|Numb=Sing|Gend=MascNeut
Satis	satis2	ADV	Deg=Pos
placuit	placeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
cum	cum1	ADV	MORPH=empty
electa	eligo3	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
seu	seu1	CONcoo	MORPH=empty
forma	forma	NOMcom	Case=Nom|Numb=Sing
seu	seu1	CONcoo	MORPH=empty
moribus	mos	NOMcom	Case=Abl|Numb=Plur
commendata	commendo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
Ne	ne4	CONsub	MORPH=empty
qua	quis2	PROind	Case=Nom|Numb=Sing|Gend=Fem
vestrum	uos	PROper	Case=Gen|Numb=Plur
putet	puto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
temperaverit	tempero	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
a	ab	PRE	MORPH=empty
compositione	compositio	NOMcom	Case=Abl|Numb=Sing
sui	sui1	PROref	Case=Gen|Numb=Sing
odium	odium	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
aversionem	auersio	NOMcom	Case=Acc|Numb=Sing
maritorum	maritus1	NOMcom	Case=Gen|Numb=Plur
prosecuturam	prosequor	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Fut|Voice=Dep
Omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem
maritus	maritus1	NOMcom	Case=Nom|Numb=Sing
castitatis	castitas	NOMcom	Case=Gen|Numb=Sing
exactor	exactor	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
formam	forma	NOMcom	Case=Acc|Numb=Sing
vero	uero4	CONcoo	MORPH=empty
fidelis	fidelis2	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
quidem	quidem	ADV	Deg=Pos
non	non	ADVneg	MORPH=empty
expostulat	expostulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quia	quia	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
isdem	idem	PROdem	Case=Abl|Numb=Plur|Gend=Com
bonis	bonum	NOMcom	Case=Abl|Numb=Plur|Gend=Com
quae	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Neut
gentiles	gentilis2	ADJqua	Case=Nom|Numb=Plur
bona	bonum	NOMcom	Case=Acc|Numb=Plur
putant	puto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
capimur	capio2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1
infidelis	infidelis	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
contra	contra1	ADV	MORPH=empty
etiam	etiam	ADV	Deg=Pos
suspectam	suspectus2	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vel	uel1	ADV	MORPH=empty
ex	ex	PRE	MORPH=empty
illa	ille	PROdem	Case=Abl|Numb=Sing|Gend=Fem
scelerata	sceleratus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
in	in	PRE	MORPH=empty
nos	nos	PROper	Case=Acc|Numb=Plur
opinione	opinio	NOMcom	Case=Abl|Numb=Sing
gentilium	gentilis1	NOMcom	Case=Gen|Numb=Plur
Cui	qui1	PROrel	Case=Dat|Numb=Sing|Gend=Com
ergo	ergo2	CONcoo	MORPH=empty
pulchritudinem	pulchritudo	NOMcom	Case=Acc|Numb=Sing
tuam	tuus	PROpos	Case=Acc|Numb=Sing|Gend=Fem
nutris	nutris	NOMcom	Case=Dat|Numb=Plur
Si	si2	CONsub	MORPH=empty
fideli	fidelis2	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Pos
non	non	ADVneg	MORPH=empty
exigit	exigo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
infideli	infidelis	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Pos
nisi	nisi	CONsub	MORPH=empty
simplicem	simplex	ADJmul	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
non	non	ADVneg	MORPH=empty
credit	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
gestis	gestio2	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
aut	aut	CONcoo	MORPH=empty
suspecto	suspectus2	ADJqua	Case=Dat|Numb=Sing|Gend=MascNeut
aut	aut	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
desideranti	desidero	VER	Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
placere	placeo	VER	Mood=Inf|Tense=Pres|Voice=Act
Haec	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut
utique	utique	ADV	Deg=Pos
non	non	ADVneg	MORPH=empty
in	in	PRE	MORPH=empty
crudam	crudus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
in	in	PRE	MORPH=empty
totum	totum	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
ferinam	ferinus	NOMcom	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
habitudinem	habitudo	NOMcom	Case=Acc|Numb=Sing
insinuanda	insinuo	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Pass
vobis	uos	PROper	Case=Dat|Numb=Plur
suggeruntur	suggero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
nec	nec2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
bono	bonum	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
squaloris	squalor	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
paedoris	paedor	NOMcom	Case=Gen|Numb=Sing
suademus	suadeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
sed	sed	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
modo	modus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
cardine	cardo	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
iustitia	iustitia	NOMcom	Case=Abl|Numb=Sing
corporis	corpus	NOMcom	Case=Gen|Numb=Sing
excolendi	excolo2	VER	Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass
Non	non	ADVneg	MORPH=empty
supergrediendum	supergredior	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep
ultra	ultra1	ADV	Deg=Pos
quam	quam1	ADVrel	Case=Acc
simplices	simplex	ADJmul	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
sufficientes	sufficio	VER	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos|Mood=Par|Tense=Pres|Voice=Act
munditiae	munditia	NOMcom	Case=Nom|Numb=Plur
concupiscunt	concupisco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ultra	ultra1	ADV	Deg=Pos
quam	quam1	ADVrel	MORPH=empty
deo	deus	NOMcom	Case=Dat|Numb=Sing
placet	placeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
In	in	PRE	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
enim	enim2	CONcoo	MORPH=empty
delinquunt	delinquo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
cutem	cutis	NOMcom	Case=Acc|Numb=Sing
medicaminibus	medicamen	NOMcom	Case=Dat|Numb=Plur
urgent	urgeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
genas	gena	NOMcom	Case=Acc|Numb=Plur
rubore	rubor	NOMcom	Case=Abl|Numb=Sing
maculant	maculo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
oculos	oculus	NOMcom	Case=Acc|Numb=Plur
fuligine	fuligo	NOMcom	Case=Abl|Numb=Sing
porrigunt	porrigo2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Displicet	displiceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nimirum	nimirum	ADV	Deg=Pos
illis	ille	PROdem	Case=Dat|Numb=Plur|Gend=Com
plastica	plasticus	ADJqua	Case=Nom|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Plur
in	in	PRE	MORPH=empty
ipsis	ipse	PROdem	Case=Abl|Numb=Plur|Gend=Com
se	sui1	PROref	Case=Acc|Numb=Sing
nimirum	nimirum	ADV	Deg=Pos
arguunt	arguo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
reprehendunt	reprehendo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
artificem	artifex	NOMcom	Case=Acc|Numb=Sing
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com
Reprehendunt	reprehendo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
enim	enim2	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
emendant	emendo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
adiciunt	adicio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
utique	utique	ADV	Deg=Pos
ab	ab	PRE	MORPH=empty
adversario	aduersarius2	ADJqua	Case=Abl|Numb=Sing
artifice	artifex	NOMcom	Case=Abl|Numb=Sing
sumentes	sumo	VER	Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
additamenta	additamentum	NOMcom	Case=Acc|Numb=Plur
ista	iste	PROdem	Case=Acc|Numb=Plur|Gend=Neut
Is	is	PROdem	Case=Nom|Numb=Sing|Gend=Masc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
diabolus	diabolus	NOMcom	Case=Nom|Numb=Sing
Nam	nam	CONcoo	MORPH=empty
quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
corpus	corpus	NOMcom	Case=Acc|Numb=Sing
mutare	muto2	VER	Mood=Inf|Tense=Pres|Voice=Act
monstraret	monstro	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
nisi	nisi	CONsub	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
et	et2	CONcoo	MORPH=empty
spiritum	spiritus	NOMcom	Case=Acc|Numb=Sing
hominis	homo	NOMcom	Case=Gen|Numb=Sing
malitia	malitia	NOMcom	Case=Abl|Numb=Sing
transfiguravit	transfiguro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
indubitate	indubitas	ADJqua	Numb=Plur|Deg=Pos
eiusmodi	eiusmodi	ADV	Deg=Pos
ingenia	ingenium	NOMcom	Case=Acc|Numb=Plur
concinnavit	concinno	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
vobis	uos	PROper	Case=Abl|Numb=Plur
pareat	pareo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
manus	manus1	NOMcom	Case=Nom|Numb=Plur
vos	uos	PROper	Case=Acc|Numb=Plur
quodammodo	quodammodo	ADV	Deg=Pos
deo	deus	NOMcom	Case=Dat|Numb=Sing
afferre	affero	VER	Mood=Inf|Tense=Pres|Voice=Act
Quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
nascitur	nascor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
opus	opus1	NOMcom	Case=Nom|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ergo	ergo2	CONcoo	MORPH=empty
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
infingitur	infingo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
diaboli	diabolus	NOMcom	Case=Dat|Numb=Sing
negotium	negotium	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Divino	diuinus2	ADJqua	Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos
operi	opus?	NOMcom	Case=Dat|Numb=Sing
satanae	satana	NOMcom	Case=Dat|Numb=Sing
ingenia	ingenium	NOMcom	Case=Acc|Numb=Plur
superducere	superduco	VER	Mood=Inf|Tense=Pres|Voice=Act
quam	quam1	PROrel	MORPH=empty
scelestum	scelestus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Servi	seruus1	NOMcom	Case=Gen|Numb=Plur
nostri	noster	PROpos	Case=Nom|Numb=Plur|Gend=Masc
ab	ab	PRE	MORPH=empty
inimicis	inimicus1	NOMcom	Case=Abl|Numb=Plur
nostris	noster	PROpos	Case=Abl|Numb=Plur|Gend=Com
nihil	nihil	PROind	Case=Ind
mutuantur	mutuor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
milites	miles	NOMcom	Case=Nom|Numb=Plur
ab	ab	PRE	MORPH=empty
hostibus	hostis	NOMcom	Case=Abl|Numb=Plur
imperatoris	imperator	NOMcom	Case=Gen|Numb=Sing
sui	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=MascNeut
nihil	nihil	PROind	Case=Ind
concupiscunt	concupisco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
De	de	PRE	MORPH=empty
adversario	aduersarius1	NOMcom	Case=Abl|Numb=Sing
enim	enim2	CONcoo	MORPH=empty
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
in	in	PRE	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
manu	manus1	NOMcom	Case=Abl|Numb=Sing
sis	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
aliquid	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Neut
usui	usus	NOMcom	Case=Dat|Numb=Sing
postulare	postulo	VER	Mood=Inf|Tense=Pres|Voice=Act
transgressio	transgressio	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Christianus	Christianus	NOMpro	Case=Nom|Numb=Sing
a	ab	PRE	MORPH=empty
malo	malum3	NOMcom	Case=Abl|Numb=Sing
illo	ille	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
adiuvabitur	adiuuo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3
in	in	PRE	MORPH=empty
aliquo	aliquis	PROind	Case=Abl|Numb=Sing|Gend=MascNeut
Nescio	nescio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
an	an	ADVint	MORPH=empty
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
nomen	nomen	NOMcom	Case=Nom|Numb=Sing
ei	is	PROdem	Case=Dat|Numb=Sing|Gend=Com
perseveret	perseuero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
enim	enim2	CONcoo	MORPH=empty
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
de	de	PRE	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
doctrinis	doctrina	NOMcom	Case=Abl|Numb=Plur
instrui	instruo	VER	Mood=Inf|Tense=Pres|Voice=Pass
concupiscit	concupisco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Quam	quam1	CONsub	Numb=Sing|Gend=Fem
autem	autem	CONcoo	MORPH=empty
a	ab	PRE	MORPH=empty
vestris	uester	PROpos	Case=Abl|Numb=Plur|Gend=Com
disciplinis	disciplina	NOMcom	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
professionibus	professio	NOMcom	Case=Abl|Numb=Plur
aliena	alienus2	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quam	quam1	ADVrel	MORPH=empty
indigna	indignus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
nomini	nomen	NOMcom	Case=Dat|Numb=Sing
Christiano	christianus1	ADJqua	Case=Dat|Numb=Sing|Gend=MascNeut
faciem	facies	NOMcom	Case=Acc|Numb=Sing
fictam	fictus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
gestare	gesto	VER	Mood=Inf|Tense=Pres|Voice=Act
quibus	qui1	PROrel	Case=Dat|Numb=Plur|Gend=Com
simplicitas	simplicitas	NOMcom	Case=Nom|Numb=Sing
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem
indicitur	indico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
effigie	effigies	NOMcom	Case=Abl|Numb=Sing
mentiri	mentior	VER	Mood=Inf|Tense=Pres|Voice=Dep
quibus	qui1	PROrel	Case=Dat|Numb=Plur|Gend=Com
in	in	PRE	MORPH=empty
lingua	lingua	NOMcom	Case=Abl|Numb=Sing
non	non	ADVneg	MORPH=empty
licet	licet1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
appetere	appeto	VER	Mood=Inf|Tense=Pres|Voice=Act
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
tuum	tuus	PROpos	Case=Nom|Numb=Sing|Gend=Neut
non	non	ADVneg	MORPH=empty
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
alieni	alienus2	ADJqua	Case=Gen|Numb=Sing|Deg=Pos
abstinentia	abstinentia	NOMcom	Case=Nom|Numb=Sing
traditur	trado	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
adulterium	adulterium	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
specie	species	NOMcom	Case=Abl|Numb=Sing
exercere	exerceo	VER	Mood=Inf|Tense=Pres|Voice=Act
quibus	qui1	PROrel	Case=Dat|Numb=Plur|Gend=Com
studium	studium	NOMcom	Case=Nom|Numb=Sing
pudicitiae	pudicitia	NOMcom	Case=Gen|Numb=Sing
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Credite	credo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
benedictae	benedico2	VER	Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
quomodo	quomodo1	ADVrel	MORPH=empty
praecepta	praeceptum	NOMcom	Case=Acc|Numb=Plur
dei	deus	NOMcom	Case=Gen|Numb=Sing
custodietis	custodio	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
lineamenta	lineamentum	NOMcom	Case=Acc|Numb=Plur
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
in	in	PRE	MORPH=empty
vobis	uos	PROper	Case=Abl|Numb=Plur
non	non	ADVneg	MORPH=empty
custodientes	custodio	VER	Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Video	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
